review_id,claim_id,claim_family_id,review_set,claim_level,claim_type,claim_text,short_claim_text,target,feature_family,feature_space,pipeline,atlas,dataset,cohort,roi,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,n_samples,n_features,support_regions,support_metrics_short,overall_label,stability_label,transfer_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,related_experiment_ids,reviewer_id,reviewer_type,reviewer_specialty,plausibility_1_5,clarity_1_5,faithfulness_1_5,usefulness_1_5,reviewer_confidence_1_5,caution_level,recommended_action,corrected_claim_text,reviewer_comments
REV0079,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_atomic_roi_lh_supramarginal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher lh_supramarginal cortical regional volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher lh_supramarginal cortical regional volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_supramarginal,parietal,parietal,,,parietal,higher,t,11.83966784,0.2958081895452755,11.83966784,9.535779381843185e-31,5.4036083163778045e-30,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0080,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_AD_a6bd6756b7_group_summary_global_brain_volume,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_DX_CN_AD_a6bd6756b7,llm_extended,group_summary,group_enrichment,"AD-versus-CN effects are concentrated in global brain-volume measures, where 4/16 regions meet support criteria.","AD-versus-CN effects are concentrated in global brain-volume measures, where 4/16 regions meet support criteria.",diagnosis_binary_ad_cn,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,global_brain_volume,global_brain_volume,,,,higher,mean_abs_t,2.138561460326598,0.1121888664463667,,,,660,64,,,fragile,fragile,weak,0.925732127,0.1428571428571428,0.5625,0.547994716,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0081,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_atomic_roi_rh_middletemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher rh_middletemporal cortical regional volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher rh_middletemporal cortical regional volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_middletemporal,temporal,temporal,,,temporal,higher,t,14.377164509246189,0.3428576861355452,14.377164509246189,1.5798182300861065e-43,2.1485527929171048e-42,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0082,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_SubCortGrayVol,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower SubCortGrayVol subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower SubCortGrayVol subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,SubCortGrayVol,global_brain_volume,global_brain_volume,,,,lower,t,-5.122979188,-0.387417139,-5.122979188,3.962746745518258e-07,1.408976620628714e-06,660,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.1428571428571428,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0083,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_atomic_roi_RH_Limbic_TempPole_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_Limbic_TempPole_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_Limbic_TempPole_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Limbic_TempPole_2,Limbic,temporal_pole,Limbic,,temporal,higher,t,22.612488892334287,0.3887046341892222,22.612488892334287,2.270997463832127e-104,2.1844832747337605e-103,2892,202,,,stable_and_transferable,stable,strong,0.9285714285714288,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0084,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_group_summary_Limbic,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in Limbic network parcels, where 6/7 regions meet support criteria.","MMSE-associated effects are concentrated in Limbic network parcels, where 6/7 regions meet support criteria.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,,Limbic,temporal_pole,Limbic,Limbic,temporal,higher,mean_abs_t,16.461673393524666,0.292042882,,,,2892,202,,,stable_and_transferable,stable,strong,0.9642857142857144,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
REV0085,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_atomic_roi_SubCortGrayVol,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower SubCortGrayVol subcortical volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower SubCortGrayVol subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,SubCortGrayVol,global_brain_volume,global_brain_volume,,,,lower,t,-2.775069823,-0.173554478,-2.775069823,0.005622812,0.023990664,997,64,,,stable_and_transferable,stable,moderate,0.948281345,0.1428571428571428,0.7647058823529411,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0086,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_atomic_roi_4th-Ventricle,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,atomic_roi,age_association,"Older age is associated with higher 4th-Ventricle subcortical volume, after adjustment for sex, education, icv.","Older age is associated with higher 4th-Ventricle subcortical volume, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,4th-Ventricle,ventricle_csf,ventricle_csf,,,,higher,t,7.818215271443365,0.2044075453708121,7.818215271443365,1.1037823574200124e-14,4.7161609817036895e-14,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,4,fragile,major_revise,, Low stability.
REV0087,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_atomic_roi_rh_inferiortemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower rh_inferiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower rh_inferiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_inferiortemporal,temporal,temporal,,,temporal,lower,t,-5.346765128,-0.303640122,-5.346765128,1.1116335078763325e-07,1.079872550508437e-06,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0088,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_atomic_roi_Left-Accumbens-area,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower Left-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower Left-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,Left-Accumbens-area,basal_ganglia,basal_ganglia,,,,lower,t,-3.552465669,-0.225635014,-3.552465669,0.00039961,0.002325007,997,64,,,stable_and_transferable,stable,moderate,0.948281345,0.1428571428571428,0.7647058823529411,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0089,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_group_summary_ventricle_csf,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,group_summary,group_enrichment,"Age-associated effects are concentrated in ventricular/CSF-related regions, where 9/10 regions meet support criteria.","Age-associated effects are concentrated in ventricular/CSF-related regions, where 9/10 regions meet support criteria.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,ventricle_csf,ventricle_csf,,,,higher,mean_abs_t,10.30157236,0.2326832907463559,,,,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0090,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01_atomic_roi_Left-choroid-plexus,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE_f50acbcf01,llm_extended,atomic_roi,age_association,"Older age is associated with higher Left-choroid-plexus subcortical volume, after adjustment for sex, education, icv.","Older age is associated with higher Left-choroid-plexus subcortical volume, after adjustment for sex, education, icv.",age,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,Left-choroid-plexus,ventricle_csf,ventricle_csf,,,,higher,t,9.467477753,0.2421908880086809,9.467477753,1.3072983255448715e-20,7.68037766257612e-20,1299,64,,,fragile,fragile,weak,0.9400711171573062,0.1764705882352941,0.3529411764705882,,-0.140561878,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,5,fragile,major_revise,, Low stability.
REV0091,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_atomic_roi_LH_Limbic_TempPole_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Limbic_TempPole_4,Limbic,temporal_pole,Limbic,,temporal,higher,t,15.249466415630536,0.2681720245938646,15.249466415630536,1.4709007017849257e-50,2.1222995840039644e-49,2892,202,,,stable_and_transferable,stable,strong,0.9642857142857144,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0092,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_LH_Default_Temp_2,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Default_Temp_2,Default,temporal,Default,,temporal,lower,t,-13.73822888,-0.674902547,-13.73822888,1.2984968000193251e-40,2.6229635360390368e-39,1554,202,,,stable_and_transferable,stable,strong,0.8928571428571429,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0093,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_atomic_roi_RH_Default_Temp_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher RH_Default_Temp_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher RH_Default_Temp_2 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Default_Temp_2,Default,temporal,Default,,temporal,higher,t,25.68539231298371,0.4310405131525404,25.68539231298371,3.255544432103168e-131,6.5761997528483995e-130,2892,202,,,stable_and_transferable,stable,strong,0.9285714285714288,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0094,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_AGE_5847b16687_composite_main,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_AGE_5847b16687,llm_extended,composite,age_association,"Older age is associated with lower Kong 200 17-network cortical thickness in SomMot, SalVentAttn, and Cont network parcels, after adjustment for sex, education.","Older age is associated with lower Kong 200 17-network cortical thickness in SomMot, SalVentAttn, and Cont network parcels, after adjustment for sex, education.",age,thickness,fs8_thickness_kong200_17,freesurfer8,kong200_17network,OASIS1_baseline,pooled,,,,,,,lower,mean_abs_t,7.695087921961941,,,,,235,202,,,stable_not_transferable,stable,insufficient,0.942857143,1,1,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,stable,accept,,
REV0095,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f_atomic_roi_Left-choroid-plexus,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with lower Left-choroid-plexus subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with lower Left-choroid-plexus subcortical volume, after adjustment for age, sex, education, icv.",mmse,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,Left-choroid-plexus,ventricle_csf,ventricle_csf,,,,lower,t,-2.603187011,-0.068252132,-2.603187011,0.00934412,0.04879707,1272,64,,,fragile,fragile,weak,0.9060738346129618,0.1764705882352941,0.5625,,-0.112820527,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0096,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_CC_Central,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower CC_Central subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower CC_Central subcortical volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,CC_Central,corpus_callosum,corpus_callosum,,,,lower,t,-6.425978663,-0.497112826,-6.425978663,2.524668330645066e-10,1.2429136397021863e-09,660,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.1428571428571428,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0097,AIBL_BASELINE_FS8_CORTICAL_VOLUME_AGE_afc8e85f81_atomic_roi_rh_cuneus,AIBL_BASELINE_FS8_CORTICAL_VOLUME_AGE_afc8e85f81,llm_extended,atomic_roi,age_association,"Older age is associated with lower rh_cuneus cortical regional volume, after adjustment for sex.","Older age is associated with lower rh_cuneus cortical regional volume, after adjustment for sex.",age,volume,fs8_cortical_volume,freesurfer8,cortical_regions,AIBL_baseline,pooled,rh_cuneus,occipital,occipital,,,occipital,lower,t,-5.815760745,-0.149233031,-5.815760745,7.596660812533852e-09,4.304774460435849e-08,1298,68,,,transferable_but_drifted,moderate,moderate,0.8999999999999998,0.3333333333333333,0.7,,0.2125863330376764,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0098,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_atomic_roi_lh_insula,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower lh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower lh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_insula,insula,insula,,,insula,lower,t,-3.66887156,-0.213072416,-3.66887156,0.000256598,0.000727029,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0099,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_atomic_roi_lh_lateraloccipital,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher lh_lateraloccipital cortical regional volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher lh_lateraloccipital cortical regional volume, after adjustment for age, sex, education, icv.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,lh_lateraloccipital,occipital,occipital,,,occipital,higher,t,9.092192076777126,0.2252519277713534,9.092192076777126,3.651501655752448e-19,1.0293645309457918e-18,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0100,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_superiorfrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower rh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_superiorfrontal,frontal,frontal,,,frontal,lower,t,-7.881820307,-0.526486498,-7.881820307,1.3523679600599702e-14,3.8317092201699157e-14,660,68,,,stable_and_transferable,stable,strong,0.8775150462088591,0.052631579,0.84375,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0101,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_atomic_roi_rh_middletemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower rh_middletemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower rh_middletemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,rh_middletemporal,temporal,temporal,,,temporal,lower,t,-5.995450863,-0.341738336,-5.995450863,2.8392415519992772e-09,3.8613685107190186e-08,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,2,4,3,fragile,major_revise,, Low stability.
REV0102,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_atomic_roi_LH_Default_Temp_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher LH_Default_Temp_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher LH_Default_Temp_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",mmse,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Default_Temp_4,Default,temporal,Default,,temporal,higher,t,15.52320334278797,0.2809327138235399,15.52320334278797,2.951056039859592e-52,5.419212000469432e-51,2892,202,,,stable_and_transferable,stable,strong,0.9642857142857144,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,5,5,5,5,5,stable,accept,,
REV0103,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_RH_Limbic_TempPole_1,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower RH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_Limbic_TempPole_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Limbic_TempPole_1,Limbic,temporal_pole,Limbic,,temporal,lower,t,-16.51722768,-0.783746288,-16.51722768,1.416262922555091e-56,7.15212775890321e-55,1554,202,,,stable_and_transferable,stable,strong,0.8928571428571429,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0104,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_AD_5a4dc5a219_group_summary_occipital,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_AD_5a4dc5a219,llm_extended,group_summary,group_enrichment,"AD-versus-CN effects are concentrated in occipital regions, where 4/8 regions meet support criteria.","AD-versus-CN effects are concentrated in occipital regions, where 4/8 regions meet support criteria.",diagnosis_binary_ad_cn,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,occipital,occipital,,,occipital,higher,mean_abs_t,1.590516427,0.1226823693141324,,,,660,68,,,fragile,fragile,weak,0.8775150462088591,0.052631579,0.6875,0.5641391457507705,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,3,fragile,major_revise,, Low stability.
REV0105,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881_atomic_roi_LH_Cont_Temp_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower LH_Cont_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Cont_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Cont_Temp_1,Cont,temporal,Cont,,temporal,lower,t,-21.13388074,-0.972194819,-21.13388074,2.5819345601960494e-87,2.7450041113663265e-86,1554,202,,,stable_and_transferable,stable,strong,1,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
